timestamp,caller,callee,imei,gateway,event,duration,sms_text,domain,label
2025-10-23 05:43:10.776800+00:00,9767298831,9191248282,350000000000088,10.0.0.75,SMS,0.0,Buy now 5455 http://864a2.biz,d5d73.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9268584704,9236250713,350000000000060,10.0.0.37,SMS,0.0,Buy now bab3 http://dbcdc.biz,b025b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9558517447,9646212079,350000000000015,10.0.0.17,SMS,0.0,Buy now 8f3b http://044df.biz,61604.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9349773549,9201967264,350000000000106,10.0.0.4,SMS,0.0,Buy now 85aa http://673f6.biz,2851b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9889691075,9998326960,350000000000057,10.0.0.50,SMS,0.0,Buy now bb97 http://632bd.biz,f9a05.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9791951522,9989669429,350000000000041,10.0.0.24,SMS,0.0,Buy now aa7b http://7ba7c.biz,40207.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9597908145,9930195359,350000000000146,10.0.0.83,SMS,0.0,Buy now 895e http://c4dd2.biz,f2484.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9814488541,9989669429,350000000000024,10.0.0.34,SMS,0.0,Buy now 8b6d http://13200.biz,6a1f0.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9897213789,9213346545,350000000000069,10.0.0.17,SMS,0.0,Buy now 295e http://95d4c.biz,6c700.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9523854650,9995090224,350000000000044,10.0.0.21,SMS,0.0,Buy now 3308 http://d01fa.biz,55acc.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9342882558,9804605226,350000000000055,10.0.0.76,SMS,0.0,Buy now 8f63 http://6f032.biz,3321b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9126372512,9484622401,350000000000040,10.0.0.12,SMS,0.0,Buy now 9951 http://e766d.biz,a10d7.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9176265547,9650661306,350000000000123,10.0.0.95,SMS,0.0,Buy now 0138 http://18210.biz,2627d.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9855053462,9319363533,350000000000129,10.0.0.67,SMS,0.0,Buy now d69d http://194c5.biz,4617e.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9959600985,9152497227,350000000000182,10.0.0.39,SMS,0.0,Buy now 36f4 http://cc7ad.biz,51ccb.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9349607664,9807206448,350000000000199,10.0.0.46,SMS,0.0,Buy now 31ba http://cf5a8.biz,32b68.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9885053523,9483030434,350000000000140,10.0.0.73,SMS,0.0,Buy now bc4e http://8320c.biz,5005b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9285890912,9285890912,350000000000028,10.0.0.87,SMS,0.0,Buy now 01dd http://e13aa.biz,4c02a.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9890358615,9117866707,350000000000173,10.0.0.68,SMS,0.0,Buy now 3bce http://ab33d.biz,f8383.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9827408005,9420335409,350000000000181,10.0.0.80,SMS,0.0,Buy now a352 http://8d3f3.biz,11686.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9816090429,9313008540,350000000000117,10.0.0.2,SMS,0.0,Buy now a2e4 http://2ea92.biz,b8b57.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9431586079,9419550147,350000000000007,10.0.0.53,SMS,0.0,Buy now 0ae5 http://87646.biz,837e3.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9201967264,9890358615,350000000000175,10.0.0.62,SMS,0.0,Buy now e23c http://f26a6.biz,7c49d.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9632590902,9161346409,350000000000014,10.0.0.82,SMS,0.0,Buy now 4248 http://7bd09.biz,9ca7e.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9618371890,9603788661,350000000000145,10.0.0.65,SMS,0.0,Buy now 1566 http://2d807.biz,00a3f.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9703782677,9555239105,350000000000062,10.0.0.66,SMS,0.0,Buy now 34df http://9254f.biz,e11a3.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9522867346,9702712999,350000000000102,10.0.0.90,SMS,0.0,Buy now 4c39 http://db8ee.biz,5d6c6.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9492126244,9885053523,350000000000187,10.0.0.7,SMS,0.0,Buy now 45f2 http://468af.biz,86502.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9317553042,9400179997,350000000000010,10.0.0.54,SMS,0.0,Buy now 6582 http://34d15.biz,7eb42.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9921014732,9152497227,350000000000110,10.0.0.49,SMS,0.0,Buy now 63ef http://1c120.biz,afb31.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9107976160,9816090429,350000000000038,10.0.0.55,SMS,0.0,Buy now 0bd3 http://3cc32.biz,0d9ca.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9546291184,9855053462,350000000000067,10.0.0.80,SMS,0.0,Buy now 8c5e http://fb125.biz,3d42b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9804605226,9791951522,350000000000193,10.0.0.78,SMS,0.0,Buy now 3129 http://84092.biz,718b6.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9343850116,9285890912,350000000000091,10.0.0.89,SMS,0.0,Buy now db09 http://60e95.biz,075b5.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9242617880,9223383777,350000000000144,10.0.0.91,SMS,0.0,Buy now 647c http://3f40e.biz,bc781.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9484056798,9524646576,350000000000180,10.0.0.81,SMS,0.0,Buy now 4b5e http://d5fc3.biz,49031.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9963966006,9334741315,350000000000071,10.0.0.15,SMS,0.0,Buy now fd14 http://5ec8f.biz,88976.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9313273466,9325881826,350000000000032,10.0.0.45,SMS,0.0,Buy now a94a http://a5e49.biz,1fa7c.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9321614542,9733271589,350000000000011,10.0.0.78,SMS,0.0,Buy now ccfb http://7008a.biz,08ab7.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9847974777,9663486754,350000000000093,10.0.0.51,SMS,0.0,Buy now 2131 http://a0f65.biz,797c2.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9446259625,9944886002,350000000000025,10.0.0.45,SMS,0.0,Buy now 3a9a http://d479e.biz,eeb4b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9475927094,9474034370,350000000000157,10.0.0.39,SMS,0.0,Buy now 5fa3 http://e1bd1.biz,61e30.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9184055819,9475927094,350000000000170,10.0.0.2,SMS,0.0,Buy now 5a05 http://f417f.biz,d9839.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9575643573,9572413708,350000000000141,10.0.0.93,SMS,0.0,Buy now 49b1 http://2a1f9.biz,81fe5.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9650661306,9102233270,350000000000016,10.0.0.73,SMS,0.0,Buy now 4c6a http://ec307.biz,af3cf.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9557168514,9132744235,350000000000104,10.0.0.59,SMS,0.0,Buy now 682e http://4eb33.biz,23ba2.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9983144631,9603788661,350000000000139,10.0.0.72,SMS,0.0,Buy now 467b http://33707.biz,34618.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9712223687,9107976160,350000000000133,10.0.0.36,SMS,0.0,Buy now 82cf http://363b7.biz,9d06b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9244493121,9696563108,350000000000079,10.0.0.86,SMS,0.0,Buy now 8383 http://40491.biz,b8110.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9550941457,9580532238,350000000000135,10.0.0.26,SMS,0.0,Buy now b8c8 http://41288.biz,bcce5.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9707224545,9133128521,350000000000004,10.0.0.9,SMS,0.0,Buy now bb7a http://97c3c.biz,1fbfc.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9624750788,9850274026,350000000000184,10.0.0.89,SMS,0.0,Buy now 02b6 http://23dbb.biz,82c5a.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9463246809,9450832072,350000000000125,10.0.0.52,SMS,0.0,Buy now da38 http://d07e7.biz,cca45.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9580532238,9371842323,350000000000121,10.0.0.70,SMS,0.0,Buy now 5927 http://2584e.biz,2f0e3.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9420335409,9558517447,350000000000169,10.0.0.91,SMS,0.0,Buy now e2d3 http://dbf7c.biz,c161c.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9133128521,9117866707,350000000000033,10.0.0.70,SMS,0.0,Buy now e46a http://a0c73.biz,13546.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9757130876,9473726000,350000000000172,10.0.0.68,SMS,0.0,Buy now bc6c http://613c1.biz,e090b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9243801537,9252247960,350000000000171,10.0.0.89,SMS,0.0,Buy now 747e http://1ae1f.biz,65eaa.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9230414109,9633569935,350000000000026,10.0.0.50,SMS,0.0,Buy now 8a58 http://3f7da.biz,d33ab.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9807206448,9707224545,350000000000131,10.0.0.20,SMS,0.0,Buy now f1da http://bbf24.biz,3bb69.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9767028356,9562130403,350000000000179,10.0.0.94,SMS,0.0,Buy now 5d30 http://34ef3.biz,0874b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9710456032,9511289773,350000000000098,10.0.0.18,SMS,0.0,Buy now a657 http://5b040.biz,e373c.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9326450115,9473726000,350000000000197,10.0.0.84,SMS,0.0,Buy now aef2 http://21914.biz,a1317.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9792425712,9201967264,350000000000083,10.0.0.68,SMS,0.0,Buy now ded7 http://d1220.biz,13fed.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9721642626,9484622401,350000000000086,10.0.0.76,SMS,0.0,Buy now c8af http://af6de.biz,1b5da.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9161346409,9791951522,350000000000078,10.0.0.62,SMS,0.0,Buy now a9d1 http://20dcc.biz,6c558.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9633569935,9236250713,350000000000100,10.0.0.12,SMS,0.0,Buy now f209 http://45c37.biz,742c4.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9712760941,9845665161,350000000000061,10.0.0.75,SMS,0.0,Buy now db36 http://c4482.biz,c49f8.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9411929590,9619902714,350000000000013,10.0.0.59,SMS,0.0,Buy now c8bb http://f72e5.biz,5cd5b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9319363533,9555239105,350000000000114,10.0.0.41,SMS,0.0,Buy now 14a1 http://c14e5.biz,c581b.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9648371912,9133128521,350000000000111,10.0.0.4,SMS,0.0,Buy now 1e01 http://26b46.biz,03b4e.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9542502614,9303291740,350000000000178,10.0.0.46,SMS,0.0,Buy now 374f http://59330.biz,a29c0.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9837528020,9484056798,350000000000066,10.0.0.60,SMS,0.0,Buy now 9afe http://9a88d.biz,c83da.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9600205577,9560182438,350000000000043,10.0.0.43,SMS,0.0,Buy now e9db http://ea29b.biz,aa0a9.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9450832072,9492126244,350000000000030,10.0.0.54,SMS,0.0,Buy now cb35 http://d2ef0.biz,1b0e5.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9712387986,9600205577,350000000000186,10.0.0.10,SMS,0.0,Buy now 203a http://45e60.biz,3cfcd.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9651892998,9474034370,350000000000094,10.0.0.19,SMS,0.0,Buy now de85 http://c3303.biz,82354.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9886660002,9604500539,350000000000063,10.0.0.99,SMS,0.0,Buy now 66dc http://bdc1c.biz,2881d.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9666351707,9268584704,350000000000108,10.0.0.91,SMS,0.0,Buy now d6fc http://c9878.biz,b8721.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9334202132,9870299298,350000000000165,10.0.0.49,SMS,0.0,Buy now 70a4 http://89005.biz,605ec.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9572413708,9484056798,350000000000153,10.0.0.95,SMS,0.0,Buy now af87 http://c6986.biz,f5e64.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9923899474,9296484658,350000000000167,10.0.0.76,SMS,0.0,Buy now 22d6 http://af94b.biz,ea44c.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9182307672,9400179997,350000000000045,10.0.0.21,SMS,0.0,Buy now 6144 http://b6609.biz,d29ca.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9978792655,9223383777,350000000000050,10.0.0.18,SMS,0.0,Buy now 1791 http://4d383.biz,cf286.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9517318845,9522867346,350000000000160,10.0.0.34,SMS,0.0,Buy now 98e1 http://fa987.biz,f57fe.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9364489707,9546291184,350000000000195,10.0.0.9,SMS,0.0,Buy now cf5f http://c724a.biz,7142f.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9849758367,9126372512,350000000000023,10.0.0.91,SMS,0.0,Buy now cf12 http://64729.biz,ffbd6.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9403120718,9816090429,350000000000008,10.0.0.61,SMS,0.0,Buy now 2402 http://7bf6f.biz,8f223.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9549856901,9126372512,350000000000076,10.0.0.11,SMS,0.0,Buy now 365a http://4b44b.biz,cd476.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9419550147,9733271589,350000000000128,10.0.0.37,SMS,0.0,Buy now 5714 http://4813e.biz,a6f39.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9179908359,9104792474,350000000000119,10.0.0.54,SMS,0.0,Buy now 2865 http://83924.biz,8b1e7.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9484622401,9449246829,350000000000156,10.0.0.63,SMS,0.0,Buy now 28cf http://1ce03.biz,0bdc5.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9371567398,9627505956,350000000000176,10.0.0.26,SMS,0.0,Buy now b5b2 http://50359.biz,65a7e.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9550688676,9789093622,350000000000006,10.0.0.5,SMS,0.0,Buy now b604 http://632c5.biz,1bc7e.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9303291740,9174745461,350000000000092,10.0.0.76,SMS,0.0,Buy now 262a http://39a66.biz,23296.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9498359563,9663486754,350000000000005,10.0.0.51,SMS,0.0,Buy now 0d75 http://0a40f.biz,a8c88.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9261939354,9511289773,350000000000162,10.0.0.27,SMS,0.0,Buy now 87d6 http://beb9a.biz,856d4.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9847370250,9371567398,350000000000089,10.0.0.84,SMS,0.0,Buy now edba http://fe9dc.biz,785df.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9995090224,9449246829,350000000000034,10.0.0.98,SMS,0.0,Buy now 19a1 http://557e1.biz,3d04a.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9944886002,9959600985,350000000000021,10.0.0.57,SMS,0.0,Buy now 1aad http://c75e6.biz,f87b6.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9951385217,9824886317,350000000000185,10.0.0.10,SMS,0.0,Buy now ca05 http://08840.biz,77ee9.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9619902714,9411929590,350000000000163,10.0.0.71,SMS,0.0,Buy now 0fc5 http://638ec.biz,fb1ce.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9474034370,9646212079,350000000000001,10.0.0.95,SMS,0.0,Buy now 8bf2 http://88b61.biz,38508.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9808872328,9242617880,350000000000189,10.0.0.77,SMS,0.0,Buy now 9177 http://c7d3d.biz,116bd.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9692248451,9313273466,350000000000183,10.0.0.60,SMS,0.0,Buy now 5137 http://29dbf.biz,2a94e.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9252247960,9784452879,350000000000046,10.0.0.51,SMS,0.0,Buy now dda8 http://87159.biz,f4187.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9845665161,9923899474,350000000000075,10.0.0.98,SMS,0.0,Buy now cac3 http://a88df.biz,5afd0.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9236250713,9485273305,350000000000073,10.0.0.40,SMS,0.0,Buy now aa84 http://7a130.biz,10fe1.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9252547486,9780822452,350000000000049,10.0.0.94,SMS,0.0,Buy now 4443 http://3ca39.biz,4ecc8.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9850274026,9885053523,350000000000149,10.0.0.56,SMS,0.0,Buy now 39d5 http://2d816.biz,97614.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9203809009,9619902714,350000000000148,10.0.0.35,SMS,0.0,Buy now 4cc7 http://186f2.biz,9af79.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9404576059,9182307672,350000000000152,10.0.0.2,SMS,0.0,Buy now fe3d http://e0097.biz,97d3f.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9991007772,9842538272,350000000000018,10.0.0.58,SMS,0.0,Buy now 279f http://e6900.biz,f04b4.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9900838539,9808872328,350000000000164,10.0.0.40,SMS,0.0,Buy now 0063 http://175b7.biz,d19f6.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9511289773,9897213789,350000000000116,10.0.0.80,SMS,0.0,Buy now 9c7a http://9ff64.biz,59d28.biz,spam_sms
2025-10-23 05:43:10.776800+00:00,9627505956,9102233270,350000000000090,10.0.0.82,SMS,0.0,Buy now 9ff2 http://69f8d.biz,9a51a.biz,spam_sms
